corp_code,corp_name,stock_code,modify_date,done_YN
133618,세기상사,2420,20221201,N
129387,삼화페인트공업,390,20221201,N
104999,윌비스,8600,20221201,N
361488,텔코웨어,78000,20221201,N
123772,부국증권,1270,20221201,N
162416,한양증권,1750,20221130,N
139764,에넥스,11090,20221130,N
140955,한솔케미칼,14680,20221130,N
126186,삼성에스디에스,18260,20221130,N
823429,한국화장품,123690,20221130,N
123107,보락,2760,20221130,N
300548,현대리바트,79430,20221130,N
127857,삼익악기,2450,20221129,N
115384,동방아그로,7590,20221129,N
108913,대교,19680,20221129,N
121969,에쓰씨엔지니어링,23960,20221129,N
106395,금호전기,1210,20221129,N
151368,인터지스,129260,20221128,N
152039,SG글로벌,1380,20221128,N
587466,KPX홀딩스,92230,20221128,N
108977,대구백화점,6370,20221128,N
583442,노루페인트,90350,20221125,N
132628,성문전자,14910,20221125,N
118521,진원생명과학,11000,20221124,N
148461,제일연마,1560,20221124,N
115287,동방,4140,20221124,N
159564,한국주강,25890,20221122,N
398792,SNT모티브,64960,20221115,N
104388,국도화학,7690,20221110,N
145686,이화산업,760,20221110,N
114093,덕성,4830,20221109,N
160861,한농화성,11500,20221109,N
129280,삼화전자공업,11230,20221103,N
109754,대림비앤코,5750,20221025,N
1394377,이지스밸류플러스리츠,334890,20221013,N
157991,한국석유공업,4090,20220901,N
122348,방림,3610,20220831,N
1415892,제이알글로벌리츠,348950,20220818,N
168401,금비,8870,20220816,N
648721,SNT에너지,100840,20220809,N
159254,한국전자홀딩스,6200,20220802,N
256955,테이팩스,55490,20220714,N
360142,아이마켓코리아,122900,20220704,N
134316,세원정공,21820,20220629,N
135777,신대양제지,16590,20220627,N
136341,신성통상,5390,20220614,N
120872,만호제강,1080,20220607,N
218575,황금에스티,32560,20220518,N
132354,쿠쿠홀딩스,192400,20220502,N
113058,한화생명,88350,20220429,N
111458,대영포장,14160,20220405,N
107224,남선알미늄,8350,20220331,N
104698,LS네트웍스,680,20220330,N
1532603,화승알앤에이,378850,20220330,N
138190,GS글로벌,1250,20220329,N
103042,케이씨티시,9070,20220328,N
121534,MH에탄올,23150,20220325,N
178754,동아지질,28100,20220324,N
157104,대동전자,8110,20220316,N
118008,동원금속,18500,20220311,N
1267684,쿠쿠홈시스,284740,20220304,N
136721,신영증권,1720,20220304,N
117498,스틱인베스트먼트,26890,20220228,N
166272,화승코퍼레이션,13520,20220228,N
118965,티에이치엔,19180,20220228,N
1234297,미원에스씨,268280,20220225,N
117337,동양,1520,20220225,N
143794,원림,5820,20220225,N
164672,한일현대시멘트,6390,20220224,N
140946,한솔로지스틱스,9180,20220224,N
122056,미창석유공업,3650,20220223,N
148443,제일파마홀딩스,2620,20220222,N
146649,일진홀딩스,15860,20220222,N
860730,에이리츠,140910,20220222,N
687711,한국철강,104700,20220222,N
148939,조광피혁,4700,20220221,N
107066,남광토건,1260,20220221,N
145260,율촌화학,8730,20220221,N
274933,신세계푸드,31440,20220216,N
105156,극동유화,14530,20220216,N
111421,휴니드테크놀러지스,5870,20220215,N
112970,대한방직,1070,20220204,N
153524,태림포장,11280,20220120,N
260392,대원전선,6340,20211229,N
303217,우진플라임,49800,20211227,N
1036446,서연이화,200880,20211215,N
163691,유수홀딩스,700,20211213,N
129554,갤럭시아에스엠,11420,20211213,N
109286,대동,490,20211213,N
173944,우진,105840,20211210,N
167192,넥센,5720,20211209,N
128980,삼호개발,10960,20211206,N
486705,아주스틸,139990,20211201,N
144252,유니온,910,20211125,N
129350,삼화콘덴서공업,1820,20211117,N
838500,엘브이엠씨,900140,20210611,N
435297,맥쿼리인프라,88980,20200715,N
600013,맵스리얼티1,94800,20190405,N
